Catalyst ID|MPContribs ID|Formula|Bulk Material ID|Bulk Formula|Adsorbate Smiles|Adsorbate IUPAC Formula|Adsorption Energy|h|k|l|Surface Shift|
random1603056|6169552a92300522969206c6|Te48H2Ir18O|mp-1217357|Te8Ir3|*OH2|H2 O1|0.073|2|0|1|0.083|
random1241094|6169552b96055b128674b2ee|V32Fe16H2S64O|mp-1100962|V2FeS4|*OH2|H2 O1|-1.374|1|-2|0|0.230|
random1389289|616955389230052296920726|Zr48Sn16H2O|mp-1094267|Zr3Sn|*OH2|H2 O1|-0.527|2|2|1|0.027|
random1478480|6169553b96055b128674b41a|Sn24H2Se24O|mp-691|SnSe|*OH2|H2 O1|1.165|1|2|2|0.013|
random774949|6169554296055b128674b48e|Mn36Cr36P24H2O|mp-1221876|Mn3Cr3P2|*OH2|H2 O1|-0.442|2|1|0|0.045|
random1384532|6169554a92300522969207b6|Y32Te48H2O|mp-1189791|Y2Te3|*OH2|H2 O1|-5.651|1|1|1|0.438|
random1864582|6169554a96055b128674b4dd|H2Pb48O|mp-20745|Pb|*OH2|H2 O1|-0.044|1|1|1|0|
random2341999|6169555096055b128674b54a|Ni3Te24Mo18H2O|mp-1220151|Ni(Te4Mo3)2|*OH2|H2 O1|-0.735|1|1|-1|0.139|
random2499900|6169555696055b128674b5dd|Cr16Ni48H2O|mp-1007923|CrNi3|*OH2|H2 O1|-0.340|1|1|0|0.125|
random2038116|6169556a96055b128674b6ed|Nb48Tc24H2O|mp-1220634|Nb2Tc|*OH2|H2 O1|-1.990|1|2|1|0.027|
random1933008|6169557396055b128674b7c8|Nb48Tl4Te64H2O|mp-1220786|Nb12TlTe16|*OH2|H2 O1|-1.133|2|2|-1|0.166|
random1629435|6169557a96055b128674b819|Y40Ga24H2O|mp-510521|Y5Ga3|*OH2|H2 O1|-0.712|2|2|1|0.021|
random481628|616955819230052296920a1a|Fe32H2W16O|mp-20868|Fe2W|*OH2|H2 O1|-1.289|1|0|1|0.230|
random1471759|616955939230052296920b0a|Ca24Si48H2O|mp-2700|CaSi2|*OH2|H2 O1|-0.631|2|-1|2|0.015|
random985054|616955939230052296920b10|Cd8Ag24H2O|mp-1183647|CdAg3|*OH2|H2 O1|0.036|0|0|1|0.125|
random1899156|6169559b96055b128674ba13|H29Pd27O|mp-24289|HPd|*OH2|H2 O1|-0.021|1|1|1|0.083|
random1460984|6169559f96055b128674ba87|K36H2Pd18S36O|mp-1068941|K2PdS2|*OH2|H2 O1|-0.572|0|1|2|0.055|
random1795611|616955b09230052296920bc4|Sb32H2Ir32O|mp-10125|SbIr|*OH2|H2 O1|-0.046|2|2|1|0.031|
random2390626|616955b59230052296920c0c|Ta24H2Ir72O|mp-265|TaIr3|*OH2|H2 O1|-0.052|1|1|0|0.125|
random1428539|616955cc96055b128674bc15|Al24P24H2O|mp-1550|AlP|*OH2|H2 O1|-1.990|2|1|1|0.062|
random775667|616957089230052296920cfb|Sn72H2Pd24O|mp-1371|Sn3Pd|*OH2|H2 O1|-0.081|2|1|1|0.014|
random1779241|6169570a96055b128674bd29|Hf48Sb48H2O|mp-13450|HfSb|*OH2|H2 O1|-0.997|2|1|2|0.055|
random2009403|6169571f9230052296920de6|Si16H2Pt48O|mp-1079269|SiPt3|*OH2|H2 O1|-0.783|0|0|1|0.250|
random1706772|6169572296055b128674be0c|Nb18H2C9S18O|mp-5745|Nb2CS2|*OH2|H2 O1|-0.581|2|1|2|0.167|
random1603198|616957399230052296920f0c|Ti8Co48Ge48H2O|mp-1104097|Ti(CoGe)6|*OH2|H2 O1|-0.712|1|1|0|0.125|
random1610063|616957399230052296920f12|Cu72Sb24H2O|mp-1183969|Cu3Sb|*OH2|H2 O1|-0.034|1|1|0|0.125|
random1145732|6169573c9230052296920f48|Ti16Zn16Ni32H2O|mp-865093|TiZnNi2|*OH2|H2 O1|-0.696|2|1|1|0.062|
random2150338|6169573c9230052296920f4e|Mo72H2O|mp-129|Mo|*OH2|H2 O1|-0.095|2|1|0|0.083|
random2132652|6169574896055b128674bf0f|Te24H2Rh24O|mp-1628|TeRh|*OH2|H2 O1|-0.034|1|0|2|0.167|
random1960895|6169574896055b128674bf15|Ti120As40H2O|mp-1199934|Ti3As|*OH2|H2 O1|-2.973|2|2|1|0.023|
random2076108|6169574996055b128674bf27|Ta96H2S64O|mp-1826|Ta3S2|*OH2|H2 O1|-2.936|1|2|0|0.379|
random1833749|6169574d96055b128674bf6f|Hf20H2Pt60O|mp-1018054|HfPt3|*OH2|H2 O1|-0.091|2|2|1|0.050|
random1014621|6169575096055b128674bfa8|Si32H2Ir64O|mp-1103038|SiIr2|*OH2|H2 O1|-0.030|0|2|1|0.220|
random1582225|616957509230052296921091|Zr16Zn48H2O|mp-864889|ZrZn3|*OH2|H2 O1|-0.121|2|1|1|0|
random896638|6169575296055b128674bfcb|Nb18Mo18H2O|mp-1220327|NbMo|*OH2|H2 O1|-0.213|0|0|1|0.250|
random770193|6169575c92300522969210f2|Zr24Ge24H2Ru48O|mp-977443|ZrGeRu2|*OH2|H2 O1|-1.013|2|1|0|0.042|
random1801072|6169576096055b128674c01f|Ga48H2N48O|mp-830|GaN|*OH2|H2 O1|-2.248|2|1|1|0.062|
random2228056|61695766923005229692118d|Rb12Sb24H2O|mp-568018|RbSb2|*OH2|H2 O1|-0.095|1|1|2|0.125|
random1639019|6169576a92300522969211db|Sr12Al18In6H2O|mp-1218865|Sr2Al3In|*OH2|H2 O1|-0.481|1|1|1|0.070|
random1884036|6169577396055b128674c119|H2Pd96Pb96O|mp-1210215|PdPb|*OH2|H2 O1|-0.056|2|1|1|0.014|
random1725360|61695775923005229692122d|Mn40Fe4H2N32O|mp-1246793|Mn10FeN8|*OH2|H2 O1|-0.122|2|1|1|0.081|
random1239236|6169577796055b128674c154|Y32Zn16Cu16H2O|mp-1187716|Y2ZnCu|*OH2|H2 O1|-0.106|1|1|0|0.125|
random2019018|6169577796055b128674c15a|Zn24Ga24Co48H2O|mp-1187911|ZnGaCo2|*OH2|H2 O1|-0.252|2|1|0|0.042|
random1963623|6169577b9230052296921299|Ti36Ni12H2S72O|mp-13993|Ti3NiS6|*OH2|H2 O1|-1.465|2|1|1|0.098|
random1163018|6169578192300522969212fb|Ti24Sn24H2Rh24O|mp-1216641|TiSnRh|*OH2|H2 O1|-2.070|2|1|0|0.042|
random1703053|616957839230052296921313|Al48H2S72O|mp-1079029|Al2S3|*OH2|H2 O1|-2.975|2|1|1|0.167|
random1789126|6169579592300522969213dd|Ni4Mo24H2Se32O|mp-1220110|Ni(Mo3Se4)2|*OH2|H2 O1|-0.574|1|-1|0|0.189|
random1822411|61695797923005229692140a|Re36H2Os36O|mp-1219509|ReOs|*OH2|H2 O1|-0.043|1|0|2|0.111|
random2368579|616957ae96055b128674c43b|K8As16H2Rh16O|mp-34232|K(AsRh)2|*OH2|H2 O1|-0.015|1|0|0|0.250|
random2396487|616957b196055b128674c47b|Nb48Ga8Sb8H2O|mp-1220358|Nb6GaSb|*OH2|H2 O1|-1.150|1|1|0|0.062|
random2117302|616957b896055b128674c505|Cs32H2O|mp-672241|Cs|*OH2|H2 O1|-0.394|1|1|2|0|
random2499930|616957ba9230052296921512|Ca24Ag24H2O|mp-538|CaAg|*OH2|H2 O1|-0.452|0|2|1|0.095|
random1959521|616957c4923005229692159e|Y30Fe5Sb10H2O|mp-11202|Y6FeSb2|*OH2|H2 O1|-0.681|2|2|1|0.170|
random1861502|616957c992300522969215f3|As24H2Pd120O|mp-2512|AsPd5|*OH2|H2 O1|-0.022|0|1|2|0.083|
random1849495|616957da96055b128674c661|Ca32Ag32H2O|mp-538|CaAg|*OH2|H2 O1|-0.557|1|1|1|0.500|
random995506|616957da92300522969216da|H66C16O|mp-1021328|H4C|*OH2|H2 O1|-0.153|2|1|1|0.157|
random2282239|616957ed96055b128674c6fa|Ta72As36H2O|mp-672222|Ta2As|*OH2|H2 O1|-2.303|0|0|1|0.130|
random587175|616957f6923005229692179a|Sr20H2Pb16O|mp-1203353|Sr5Pb4|*OH2|H2 O1|-0.561|0|1|1|0.227|
random2381293|616957f692300522969217a0|Sc16Sb16H2Pd16O|mp-569779|ScSbPd|*OH2|H2 O1|-0.379|2|1|1|0.062|
random1952571|616957f992300522969217c9|P64H2Os16O|mp-1087509|P4Os|*OH2|H2 O1|-0.029|1|1|2|0.012|
random1161995|616958069230052296921815|Ta27Cr45H2N36O|mp-1218060|Ta3Cr5N4|*OH2|H2 O1|-2.696|0|0|1|0.330|
random1836118|61695807923005229692183c|Hf24Ga72H2O|mp-11387|HfGa3|*OH2|H2 O1|-0.739|2|0|1|0.062|
random1313718|6169580a923005229692187e|Ag56Te28H2O|mp-685048|Ag2Te|*OH2|H2 O1|-0.038|0|0|1|0.237|
random1589941|6169594096055b128674c7f6|Zn24H2Pd12Rh12O|mp-864839|Zn2PdRh|*OH2|H2 O1|-0.294|1|1|1|0.042|
random997030|6169594696055b128674c872|Ge32Te32H2Rh32O|mp-607818|GeTeRh|*OH2|H2 O1|-0.324|2|2|1|0.125|
random1652746|6169595496055b128674c8a5|Sn12Sb48H2S84O|mp-1191223|SnSb4S7|*OH2|H2 O1|-1.015|1|0|-1|0.220|
random1538921|6169595e9230052296921a7b|Si18As18H2O|mp-1863|SiAs|*OH2|H2 O1|-0.728|1|1|2|0.071|
random1891426|6169596396055b128674c9bb|Ti24Al24Cr24H2O|mp-1217088|TiAlCr|*OH2|H2 O1|-2.904|0|2|1|0.097|
random1853282|6169596e96055b128674c9cb|Fe24P24H2S24O|mp-1101971|FePS|*OH2|H2 O1|-0.402|2|1|-1|0.333|
random847762|616959799230052296921bc9|Sc24Zn48H2O|mp-13503|ScZn2|*OH2|H2 O1|-0.710|1|0|2|0.090|
random2093569|6169598496055b128674cb18|Y64Al64Si64H2O|mp-31080|YAlSi|*OH2|H2 O1|-1.086|2|1|2|0.012|
random1599147|616959909230052296921c89|Ta24Al8Co64H2O|mp-1218035|Ta3AlCo8|*OH2|H2 O1|-0.354|2|0|-1|0.046|
random1684558|616959a196055b128674ccf7|Hf72P48H2O|mp-20672|Hf3P2|*OH2|H2 O1|-2.006|2|1|1|0.067|
random2435111|616959a39230052296921d10|Ti24Si24H2Pd24O|mp-1103162|TiSiPd|*OH2|H2 O1|-0.791|0|0|1|0.151|
random742936|616959a496055b128674cd33|Na48Ga16H2Se48O|mp-17148|Na3GaSe3|*OH2|H2 O1|-0.506|1|0|0|0.293|
random2278727|616959a796055b128674cd7c|Ti24P48H2O|mp-20327|TiP2|*OH2|H2 O1|-1.620|2|1|1|0.250|
random1505858|616959a796055b128674cd84|Y56H2Pt24O|mp-1188890|Y7Pt3|*OH2|H2 O1|-0.745|2|1|1|0.086|
random2082105|616959a896055b128674cd9c|H2Ir72Ru24O|mp-974358|Ir3Ru|*OH2|H2 O1|-0.154|1|0|0|0.250|
random2100105|616959ae96055b128674ce20|Zn32P64H2O|mp-1392|ZnP2|*OH2|H2 O1|-0.105|1|0|1|0.029|
random441061|616959b79230052296921dca|Ta24H2S16O|mp-1826|Ta3S2|*OH2|H2 O1|-1.533|1|1|1|0.417|
random1489529|616959be96055b128674cf14|Fe6Mo36H2Se48O|mp-1225290|Fe(Mo3Se4)2|*OH2|H2 O1|0.378|0|1|-2|0.272|
random919933|616959d896055b128674d1f0|Hg8H2Pd24O|mp-863720|HgPd3|*OH2|H2 O1|-0.014|1|0|0|0.250|
random1898853|616959d996055b128674d207|Sr24Mn24H2N40O|mp-1247199|Sr3Mn3N5|*OH2|H2 O1|-0.611|1|0|1|0.250|
random1606020|616959f096055b128674d266|Y16H2Au8O|mp-979911|Y2Au|*OH2|H2 O1|-0.878|1|1|0|0.084|
random1924191|61695a109230052296921ee1|Nb36Ga18H2C18O|mp-1079546|Nb2GaC|*OH2|H2 O1|-0.702|1|0|2|0.083|
random1612190|61695a1796055b128674d514|In20H2S20Cl4O|mp-31263|In5S5Cl|*OH2|H2 O1|-0.569|0|0|1|0.082|
random1562216|61695a1e9230052296921f2f|Y24In24H2O|mp-22704|YIn|*OH2|H2 O1|-0.045|1|1|1|0.083|
random435210|61695a1e9230052296921f32|Na72H2O|mp-982370|Na|*OH2|H2 O1|-0.404|2|0|1|0.146|
random1377992|61695a4696055b128674d73f|Y8Zn40H2O|mp-30885|YZn5|*OH2|H2 O1|-0.985|1|0|2|0.083|
random1145692|61695b8e96055b128674d8ad|Rb16H2Cl16O|mp-23295|RbCl|*OH2|H2 O1|-0.142|1|0|0|0.250|
random1817676|61695b92923005229692210c|Hf27Tc27H2O|mp-11460|HfTc|*OH2|H2 O1|-2.272|1|0|0|0.250|
random1745482|61695b9896055b128674d964|Ni16As32H2O|mp-505510|NiAs2|*OH2|H2 O1|0.197|1|1|0|0.057|
random610122|61695ba496055b128674d9d2|K24Al8H2Se24O|mp-18217|K3AlSe3|*OH2|H2 O1|-0.617|1|1|0|0.099|
random1534334|61695ba796055b128674da0b|Cr20H2Se32O|mp-1104327|Cr5Se8|*OH2|H2 O1|-0.212|0|1|1|0.022|
random1581555|61695bb196055b128674daa7|Ti84P48H2O|mp-1191079|Ti7P4|*OH2|H2 O1|-2.351|1|1|-1|0.981|
random1293112|61695bb496055b128674dac9|Hg6P6H2Pt30O|mp-1025386|HgPPt5|*OH2|H2 O1|-0.160|1|0|2|0.083|
random751615|61695bb7923005229692229e|K40Bi80H2O|mp-23279|KBi2|*OH2|H2 O1|-0.309|2|2|1|0.013|
random970411|61695bbe92300522969222f8|Nb12Sb12H2Rh12O|mp-31453|NbSbRh|*OH2|H2 O1|-0.022|1|1|1|0.250|
random1837504|61695bcc96055b128674dc82|Mn72H2O|mp-8634|Mn|*OH2|H2 O1|-0.795|2|1|0|0.083|
random510034|61695bd896055b128674dced|Ca24H2O|mp-21|Ca|*OH2|H2 O1|-2.629|1|1|1|0.083|
random1071180|61695bda923005229692245d|Ta20H2Os60O|mp-1187243|TaOs3|*OH2|H2 O1|-1.160|2|2|1|0.050|
random2235690|61695bde9230052296922490|Ti16Si48Mo8H2O|mp-1217079|Ti2Si6Mo|*OH2|H2 O1|-0.555|2|1|1|0.070|
random1580204|61695be392300522969224d4|Sr16In16H2Pt16O|mp-22284|SrInPt|*OH2|H2 O1|-0.716|1|1|2|0.013|
random844461|61695be89230052296922520|Hf36H2Pt54O|mp-1070103|Hf2Pt3|*OH2|H2 O1|-0.074|0|0|1|0.153|
random2057224|61695be996055b128674ddc0|Ti36As36H2O|mp-1822|TiAs|*OH2|H2 O1|-1.393|1|0|1|0.184|
random1427117|61695bed923005229692255f|Ga40H2Ru20Rh20O|mp-867292|Ga2RuRh|*OH2|H2 O1|-0.041|2|2|1|0.025|
random1254869|61695bef96055b128674de29|Ta20Tc40Ge20H2O|mp-1187252|TaTc2Ge|*OH2|H2 O1|-0.066|2|2|1|0.025|
random2229572|61695bef96055b128674de35|Ca12Tl12H2Cl36O|mp-998787|CaTlCl3|*OH2|H2 O1|-0.239|1|2|1|0.160|
random509077|61695bef96055b128674de41|Cr20Te24H2O|mp-1226086|Cr5Te6|*OH2|H2 O1|1.067|1|1|0|0.019|
random2497486|61695c0692300522969226b7|Ti48Al16H2O|mp-1823|Ti3Al|*OH2|H2 O1|0.000|0|0|1|0|
random1423678|61695c0892300522969226d3|Sr16H2Au32O|mp-434|SrAu2|*OH2|H2 O1|-0.555|2|1|0|0|
random1308776|61695c0e96055b128674e008|Cs12As24H2Rh24O|mp-569012|Cs(AsRh)2|*OH2|H2 O1|-0.408|2|1|2|0.031|
random1953167|61695c1896055b128674e066|Zr24As24H2O|mp-10054|ZrAs|*OH2|H2 O1|-0.712|1|1|0|0.125|
random699816|61695c1996055b128674e078|Hf24V24P24H2O|mp-1095442|HfVP|*OH2|H2 O1|-0.732|1|2|1|0.008|
random1848898|61695c1b9230052296922760|Y12Sc12Zn24H2O|mp-1187869|YScZn2|*OH2|H2 O1|-2.879|2|1|0|0.042|
random2109199|61695c1e96055b128674e0ec|Mn12V12P24H2O|mp-1221555|MnVP2|*OH2|H2 O1|-0.469|0|1|1|0.233|
random2072308|61695c1e923005229692278d|Zr36Co12H2O|mp-30619|Zr3Co|*OH2|H2 O1|-2.651|1|1|1|0.123|
random1195638|61695c20923005229692279f|Si54H20O|mp-995193|Si3H|*OH2|H2 O1|-7.565|0|0|1|0.219|
random1742855|61695c2096055b128674e111|Na48Cr8H2N32O|mp-1247493|Na6CrN4|*OH2|H2 O1|-2.411|2|1|2|0.188|
random1710279|61695c2592300522969227d8|Hg20H2Pd60O|mp-977129|HgPd3|*OH2|H2 O1|-0.035|2|1|2|0|
random157416|61695c4392300522969229c7|Ta24H2S16O|mp-1826|Ta3S2|*OH2|H2 O1|-0.547|0|0|1|0.380|
random2152515|61695c469230052296922a12|K2Ti24H2Se32O|mp-1224082|K(Ti3Se4)4|*OH2|H2 O1|-0.682|1|1|-1|0.015|
random1928405|61695c529230052296922b0d|Sr16Si32H2Pt32O|mp-1218889|Sr(SiPt)2|*OH2|H2 O1|-0.775|2|0|1|0.098|
random1039077|61695d8e9230052296922c0d|Na72Ag24H2O|mp-1186033|Na3Ag|*OH2|H2 O1|-0.448|2|1|0|0|
random312763|61695d949230052296922c84|Na10H2Pb30O|mp-20555|NaPb3|*OH2|H2 O1|-0.362|2|2|1|0.050|
random1800720|61695da09230052296922d9c|H2Pb16Se16O|mp-1063670|PbSe|*OH2|H2 O1|-0.086|1|1|0|0|
random1955457|61695db09230052296922e3d|Ti36Al99Zn9H2O|mp-1217109|Ti4Al11Zn|*OH2|H2 O1|-0.954|0|0|1|0.378|
random1622038|61695db99230052296922f1d|V36H2S48O|mp-1081|V3S4|*OH2|H2 O1|-0.697|2|2|-1|0.133|
random1080065|61695dc996055b128674e4f5|Sc16H2Au48O|mp-972895|ScAu3|*OH2|H2 O1|-0.798|2|1|1|0.125|
random1426321|61695dcf96055b128674e566|Ca16Cd32H2O|mp-1444|CaCd2|*OH2|H2 O1|-0.605|1|0|1|0.160|
random1217673|61695dcf9230052296922ff0|In36H2O|mp-1184478|In|*OH2|H2 O1|-0.024|1|0|0|0.250|
random1530846|61695dd696055b128674e5d6|H2Pd64Se16O|mp-7818|Pd4Se|*OH2|H2 O1|-0.030|1|1|0|0.134|
random1466307|61695dff96055b128674e6cf|Na32H2O|mp-10172|Na|*OH2|H2 O1|-0.353|1|1|0|0.250|
random2205187|61695e0292300522969231fb|Nb18Ag3H2Se24O|mp-1220427|Nb6AgSe8|*OH2|H2 O1|-1.405|2|0|1|0.093|
random1461649|61695e1d96055b128674e782|Ca8Ag24H2O|mp-1183511|CaAg3|*OH2|H2 O1|-0.566|0|0|1|0.125|
random2493916|61695e2a923005229692329d|Cs8Ge4H2Se12O|mp-1102254|Cs2GeSe3|*OH2|H2 O1|-0.455|0|2|1|0|
random1323017|61695f609230052296923325|V24Zn72H2O|mp-11578|VZn3|*OH2|H2 O1|-0.048|1|1|0|0.125|
random680257|61695f609230052296923327|Tl32H2Pt48O|mp-30853|Tl2Pt3|*OH2|H2 O1|-0.046|1|0|0|0.249|
random1458602|61695f61923005229692332f|Ni18H2Pt54O|mp-1186117|NiPt3|*OH2|H2 O1|-0.262|1|0|0|0.250|
random311766|61695f649230052296923382|Ta16Mo16H2N16O|mp-9587|TaMoN|*OH2|H2 O1|-0.711|1|1|1|0|
random514133|61695f7796055b128674e92d|Nb40Mo20H2Os20O|mp-1186205|Nb2MoOs|*OH2|H2 O1|-0.615|2|2|1|0.025|
random1827770|61695f7b96055b128674e95d|Zn8In16H2S32O|mp-674328|Zn(InS2)2|*OH2|H2 O1|-0.702|0|1|1|0.445|
random2123800|61695f7e923005229692350c|Ni48Mo48P48H2O|mp-7632|NiMoP|*OH2|H2 O1|-0.512|2|1|1|0.104|
random462425|61695f8792300522969235df|Y32Cu32H2O|mp-712|YCu|*OH2|H2 O1|-0.669|2|1|1|0.125|
random1430657|61695f8a9230052296923625|Ti32Ni16Mo16H2O|mp-865591|Ti2NiMo|*OH2|H2 O1|-2.096|1|0|0|0.125|
random2063715|61695f8b9230052296923640|V16H2W48O|mp-1187702|VW3|*OH2|H2 O1|-0.435|2|1|1|0.062|
random1734141|61695f8d923005229692365f|Nb48Fe48P48H2O|mp-1102980|NbFeP|*OH2|H2 O1|-1.773|2|1|2|0.160|
random1222187|61695fa796055b128674ea80|V56H2S64O|mp-1216463|V7S8|*OH2|H2 O1|-1.196|1|0|1|0.012|
random1656930|61695fb296055b128674eada|Zn36Ag36H2O|mp-1187974|ZnAg|*OH2|H2 O1|-0.076|1|0|2|0.056|
random1742645|61695fbf92300522969238ee|Ca60Si24H2N72O|mp-571333|Ca5(SiN3)2|*OH2|H2 O1|-0.791|0|1|2|0.047|
random974604|61695fc496055b128674eb70|Y12In18Cu6H2O|mp-1216173|Y2In3Cu|*OH2|H2 O1|-1.825|1|0|1|0.241|
random1555307|61695fd296055b128674ebc7|Ni16Bi16H2O|mp-999318|NiBi|*OH2|H2 O1|-0.050|1|0|0|0.167|
random2008390|61695fd59230052296923a46|Nb12Mo12H2Se48O|mp-1220443|NbMoSe4|*OH2|H2 O1|-1.568|1|1|1|0.126|
random1541996|61695fd596055b128674ebeb|Co64Ge32H2O|mp-1667|Co2Ge|*OH2|H2 O1|-0.062|1|1|1|0.062|
random1098243|61695fd69230052296923a52|Hf12Cu12Ge24H2O|mp-1080469|HfCuGe2|*OH2|H2 O1|-1.317|1|0|1|0.089|
random1293169|61695fd796055b128674ec02|V24Ga60H2O|mp-20405|V2Ga5|*OH2|H2 O1|-0.338|1|1|2|0.103|
random1341177|61695fdd96055b128674ec75|Zn16In32H2S64O|mp-674328|Zn(InS2)2|*OH2|H2 O1|-2.243|2|0|-1|0.100|
random865535|61695fe096055b128674ecb0|Fe54H2Pt18O|mp-1066232|Fe3Pt|*OH2|H2 O1|-0.360|1|0|0|0.250|
random544076|61695fe89230052296923b52|P32H2Ir16O|mp-10155|P2Ir|*OH2|H2 O1|2.793|1|2|-2|0.125|
random669281|61695fef9230052296923ba9|Sc36Ag36H2O|mp-11237|ScAg|*OH2|H2 O1|-0.674|2|1|0|0.083|
random1051608|61695ff096055b128674ed62|Ti72Si24H2O|mp-980420|Ti3Si|*OH2|H2 O1|-0.674|2|0|1|0.011|
random1461664|61695ff19230052296923bcd|V48H2Ir48O|mp-569250|VIr|*OH2|H2 O1|-2.657|0|1|0|0.108|
random1526093|61695ff496055b128674edbc|Te32H2Ru16O|mp-267|Te2Ru|*OH2|H2 O1|0.640|1|1|2|0.006|
random1613978|61695fff96055b128674ee2b|Te48H2W48S48O|mp-1028690|TeWS|*OH2|H2 O1|-0.025|2|-1|2|0.119|
random923084|6169600b96055b128674eedc|Ga32H2O|mp-142|Ga|*OH2|H2 O1|-1.482|0|1|0|0.250|
random1462336|6169601596055b128674ef54|Sc42H2Cl60O|mp-27513|Sc7Cl10|*OH2|H2 O1|0.857|1|0|0|0.026|
random1935167|616960159230052296923db3|Ag5Mo30H2S40O|mp-675553|Ag(Mo3S4)2|*OH2|H2 O1|-0.297|2|1|-2|0.008|
random2499121|6169602796055b128674f00b|Re48H2O|mp-8|Re|*OH2|H2 O1|-0.049|1|1|0|0.250|
random808259|6169602d9230052296923e88|K10H2Pb48O|mp-21613|K5Pb24|*OH2|H2 O1|-0.306|1|0|0|0.160|
random768026|616960319230052296923ecd|Ca20Ga8As24H2O|mp-17558|Ca5(GaAs3)2|*OH2|H2 O1|-1.346|1|1|1|0.046|
random2007197|616960339230052296923ee2|V48H2S16O|mp-555283|V3S|*OH2|H2 O1|-0.401|0|0|1|0.125|
random789267|616960359230052296923f18|Mn12Co24Sn12H2O|mp-20840|MnCo2Sn|*OH2|H2 O1|-0.205|1|1|1|0.125|
random1229270|616960469230052296923ff2|Co48Si24H2O|mp-19905|Co2Si|*OH2|H2 O1|-0.370|0|1|1|0.175|
random1859591|6169605b9230052296924161|Y24Cu24H2O|mp-712|YCu|*OH2|H2 O1|-0.580|1|1|0|0.250|
random2189828|6169605d9230052296924187|Rb32Sb32H2O|mp-7444|RbSb|*OH2|H2 O1|-0.597|1|0|1|0.195|
random1260574|6169618d9230052296924199|Al24H2Ru12Rh12O|mp-867326|Al2RuRh|*OH2|H2 O1|-0.074|1|1|1|0.042|
random1976824|616961949230052296924214|Sc20Ag60H2O|mp-1186973|ScAg3|*OH2|H2 O1|-0.120|2|2|1|0.025|
random1298004|6169619b96055b128674f2b6|Zn72Ag24H2O|mp-1215497|Zn3Ag|*OH2|H2 O1|-0.120|2|2|1|0.032|
random475658|6169619c96055b128674f2c3|Sb24H2Se36O|mp-672706|Sb2Se3|*OH2|H2 O1|-0.485|1|2|1|0.347|
random484090|616961a992300522969242f3|Ca36In12H2O|mp-20581|Ca3In|*OH2|H2 O1|-2.051|1|1|1|0.125|
random1999242|616961aa923005229692430a|Ti48Si16H2O|mp-980420|Ti3Si|*OH2|H2 O1|-2.440|1|0|0|0|
random2197832|616961b492300522969243da|Te32H2Os16O|mp-2142|Te2Os|*OH2|H2 O1|-0.059|2|1|1|0.032|
random1612313|616961d0923005229692456f|H2Pb16S16O|mp-1067627|PbS|*OH2|H2 O1|-0.192|2|0|-1|0.500|
random1726087|616961d492300522969245bc|Si32H2Ru32O|mp-381|SiRu|*OH2|H2 O1|-0.003|2|1|1|0.125|
random2022144|616961e492300522969246aa|Ni24As48H2O|mp-19814|NiAs2|*OH2|H2 O1|-0.477|0|2|1|0.054|
random1116108|616961eb9230052296924755|Ca40Si24H2O|mp-793|Ca5Si3|*OH2|H2 O1|-1.395|1|1|2|0.045|
random1972065|616961f096055b128674f377|Bi12Sb4H2O|mp-1227319|Bi3Sb|*OH2|H2 O1|1.558|1|0|-2|0.002|
random2064725|6169632a96055b128674f3e9|Cr40Si24H2C8O|mp-1105327|Cr5Si3C|*OH2|H2 O1|-0.496|1|0|1|0.101|
random1405519|616963319230052296924867|Y24H2Ru12Rh12O|mp-866173|Y2RuRh|*OH2|H2 O1|-0.554|2|1|0|0.042|
random2144926|6169634896055b128674f52d|Sc8Hg24H2O|mp-30722|ScHg3|*OH2|H2 O1|-0.506|1|0|1|0|
random626491|616963539230052296924a76|Co32H2W64C16O|mp-640163|Co2W4C|*OH2|H2 O1|-0.650|1|1|0|0.088|
random1181675|616963549230052296924a96|Ta16Ti16H2Ru32O|mp-861908|TaTiRu2|*OH2|H2 O1|-0.516|1|0|0|0.125|
random2344617|6169635d9230052296924b12|Sc12Si12H2Pt24O|mp-13572|ScSiPt2|*OH2|H2 O1|-1.152|1|0|2|0.016|
random616765|616963609230052296924b36|Cu64H2O|mp-1010136|Cu|*OH2|H2 O1|-0.023|1|1|0|0.250|
random686911|616963619230052296924b48|Nb30Cu24Si24H2O|mp-13967|Nb5(CuSi)4|*OH2|H2 O1|-2.320|1|0|0|0.222|
random716570|6169636396055b128674f659|Hf20Ni70H2O|mp-1205858|Hf2Ni7|*OH2|H2 O1|-1.777|1|2|-2|0.036|
random559071|6169636696055b128674f680|Rb8H2O|mp-70|Rb|*OH2|H2 O1|-0.352|1|1|0|0.250|
random520586|616963669230052296924ba2|Sr12Al24H2O|mp-1638|SrAl2|*OH2|H2 O1|-1.690|2|1|0|0.021|
random602761|6169636e96055b128674f6e6|Ca4Cd8Cu36H2O|mp-1190573|CaCd2Cu9|*OH2|H2 O1|-0.387|0|0|1|0.374|
random476623|6169637096055b128674f6f8|Sn24H2O|mp-55|Sn|*OH2|H2 O1|-0.019|0|0|1|0.250|
random1237510|6169637496055b128674f748|Ca24Si72H2O|mp-1205346|CaSi3|*OH2|H2 O1|-0.812|2|1|1|0.062|
random767950|616963799230052296924ca1|V36H2C18O|mp-1008632|V2C|*OH2|H2 O1|-2.220|0|0|1|0.127|
