ix	Element combo	material_id
1854	TeAsRh	mp-1217325
1855	TeAu	mp-20123
1856	TeCl	mp-27628
1857	TeIr	mp-32682
1858	TeIrCl	mp-1193756
1859	TeMo	mp-1120746
1860	TeMoS	mp-1027642
1861	TeMoSe	mp-1025728
1862	TeMoW	mp-1025629
1863	TeOs	mp-2142
1864	TePb	mp-685022
1865	TePbS	mp-1217286
1866	TePd	mp-29639
1867	TePt	mp-570562
1868	TeRh	mp-1025159
1869	TeRhCl	mp-979264
1870	TeRu	mp-1848
1871	TeW	mp-22693
1872	TeWS	mp-1025586
1873	TeWSe	mp-1026349
1874	Ti	mp-6985
1875	Ti(CrSe)	mp-1025279
1876	Ti(CuS)	mp-1217175
1877	Ti(FeGe)	mp-22130
1878	Ti(FeSe)	mp-1217350
1879	Ti(GaSb)	mp-1217250
1880	Ti(MnP)	mp-16977
1881	Ti(NbAl)	mp-1208235
1882	Ti(NbSe)	mp-1025291
1883	Ti(VTe)	mp-1025282
1884	TiAg	mp-1017985
1885	TiAgS	mp-675920
1886	TiAl	mp-11809
1887	TiAlAu	mp-1217022
1888	TiAlC	mp-12990
1889	TiAlCo	mp-1217016
1890	TiAlCu	mp-4771
1891	TiAlFe	mp-1217020
1892	TiAlGe	mp-1217076
1893	TiAlIr	mp-1187464
1894	TiAlN	mp-10675
1895	TiAlNi	mp-7187
1896	TiAlSi	mp-1217089
1897	TiAlW	mp-1187418
1898	TiAlZn	mp-1217009
1899	TiAs	mp-10052
1900	TiAsP	mp-1217114
1901	TiAsRu	mp-1208217
1902	TiAsW	mp-1101109
1903	TiAu	mp-1187512
1904	TiBi	mp-568069
1905	TiCd	mp-30500
1906	TiCl	mp-28116
1907	TiCo	mp-1079863
1908	TiCoGe	mp-4612
1909	TiCoIr	mp-861639
1910	TiCoMo	mp-1187432
1911	TiCoRe	mp-861641
1912	TiCoSb	mp-1208246
1913	TiCoSe	mp-1217213
1914	TiCoSi	mp-1064854
1915	TiCoTc	mp-862911
1916	TiCr	mp-568636
1917	TiCrGe	mp-1192266
1918	TiCrIr	mp-861656
1919	TiCrN	mp-1216865
1920	TiCrS	mp-1216903
1921	TiCrSb	mp-1217253
1922	TiCrSi	mp-1208248
1923	TiCrTe	mp-1025345
1924	TiCuGe	mp-1102042
1925	TiCuIr	mp-1187431
1926	TiCuNi	mp-1079193
1927	TiCuS	mp-3951
1928	TiCuSn	mp-1208239
1929	TiCuTc	mp-972217
1930	TiFe	mp-2454
1931	TiFeCu	mp-1217096
1932	TiFeGe	mp-866375
1933	TiFeH	mp-1077746
1934	TiFeIr	mp-861672
1935	TiFeRu	mp-1187428
1936	TiFeS	mp-16335
1937	TiFeSb	mp-10755
1938	TiFeSe	mp-1208241
1939	TiFeSi	mp-866141
1940	TiGa	mp-972069
1941	TiGaCo	mp-1025229
1942	TiGaIr	mp-866142
1943	TiGaNi	mp-1216876
1944	TiGaTc	mp-1187473
1945	TiGe	mp-1198692
1946	TiGeOs	mp-1208195
1947	TiGeTe	mp-574169
1948	TiH	mp-1077045
1949	TiHg	mp-2354
1950	TiHPd	mp-1070391
1951	TiIn	mp-998979
1952	TiInAu	mp-621348
1953	TiInN	mp-21233
1954	TiInPd	mp-866168
1955	TiInPt	mp-1216945
1956	TiInS	mp-1094043
1957	TiIr	mp-1217113
1958	TiMn	mp-919914
1959	TiMnAl	mp-1216913
1960	TiMnCr	mp-1216946
1961	TiMnFe	mp-861983
1962	TiMnIr	mp-1187499
1963	TiMnOs	mp-865768
1964	TiMnP	mp-1206854
1965	TiMnRh	mp-866218
1966	TiMnSb	mp-1208261
1967	TiMnSi	mp-865652
1968	TiMo	mp-1017983
1969	TiN	mvc-13876
1970	TiNbAl	mp-1208228
1971	TiNi	mp-1048
1972	TiNiAs	mp-1102086
1973	TiNiGe	mp-16356
1974	TiNiMo	mp-865591
1975	TiNiPd	mp-1217097
1976	TiNiS	mp-13993
1977	TiNiSb	mp-20952
1978	TiNiSn	mp-924130
1979	TiOs	mp-865899
1980	TiP	mp-567920
1981	TiPbC	mp-20661
1982	TiPd	mp-636328
1983	TiPN	mp-989624
1984	TiPt	mp-972220
1985	TiPW	mp-1216739
1986	TiRe	mp-518
1987	TiReMo	mp-1187511
1988	TiReNi	mp-865728
1989	TiReOs	mp-1217067
1990	TiRePt	mp-865877
1991	TiReRu	mp-972275
1992	TiReSi	mp-1095145
1993	TiReTc	mp-865665
1994	TiRh	mp-17413
1995	TiRu	mp-592
1996	TiRuRh	mp-1187444
1997	TiS	mp-1062030
1998	TiSb	mp-1206780
1999	TiSbMo	mp-1216683
2000	TiSbP	mp-5244
2001	TiSCl	mp-1013900
2002	TiSe	mp-680576
2003	TiSi	mp-505527
2004	TiSiC	mp-995201
2005	TiSiIr	mp-1103248
2006	TiSiMo	mp-1217191
2007	TiSiNi	mp-510409
2008	TiSiOs	mp-1105654
2009	TiSiRh	mp-672645
2010	TiSiRu	mp-11560
2011	TiSn	mp-30875
2012	TiSnAu	mp-1208220
2013	TiSnC	mp-21023
2014	TiSnIr	mp-1216635
2015	TiSnPd	mp-961682
2016	TiSnRh	mp-1216641
2017	TiSnRu	mp-865888
2018	TiSnSb	mp-7126
2019	TiTc	mp-11573
2020	TiTcIr	mp-865840
2021	TiTcOs	mp-865876
2022	TiTcRh	mp-865649
2023	TiTcRu	mp-865650
2024	TiTcW	mp-865810
2025	TiTe	mp-1208221
2026	TiTeRu	mp-1100412
2027	TiTeSe	mp-1216648
2028	TiTlN	mp-9964
2029	TiVN	mp-1216767
2030	TiVP	mp-1208170
2031	TiVRe	mp-865916
2032	TiVSe	mp-1025203
2033	TiVTe	mp-1217132
2034	TiW	mp-1216621
2035	TiZn	mp-866186
2036	TiZnAu	mp-865730
2037	TiZnCo	mp-865898
2038	TiZnCu	mp-1216661
2039	TiZnGa	mp-1216640
2040	TiZnIr	mp-865048
2041	TiZnRh	mp-861961
2042	TiZnTc	mp-866187
2043	Tl	mp-82
2044	Tl(FeSe)	mp-3021
2045	Tl(VS)	mp-1216912
2046	TlAsSe	mp-1201566
2047	TlBi	mp-1216575
2048	TlBiSe	mp-29662
2049	TlCl	mp-569639
2050	TlCrS	mp-542443
2051	TlCuS	mp-8159
2052	TlFeSe	mp-675391
2053	TlGaSe	mp-9580
2054	TlGeS	mp-12307
2055	TlHg	mp-11473
2056	TlHPd	mp-1068746
2057	TlInS	mp-22566
2058	TlNiCl	mp-1205652
2059	TlNiS	mp-554212
2060	TlP	mp-27411
2061	TlPb	mp-1216530
2062	TlPd	mp-570896
2063	TlPdAu	mp-865232
2064	TlPdSe	mp-28954
2065	TlPSe	mp-4160
2066	TlPt	mp-30853
2067	TlS	mp-2753
2068	TlSb	mp-621624
2069	TlSe	mp-21657
2070	TlSiPt	mp-1025329
2071	TlSiS	mp-8190
2072	TlSnS	mp-9622
2073	TlTe	mp-2081
2074	TlTePt	mp-9251
2075	TlVSe	mp-568903
2076	V	mp-1056037
2077	V(CoSe)	mp-1216713
2078	V(CrS)	mp-1025224
2079	V(CrTe)	mp-1216600
2080	V(CuS)	mp-1216478
2081	V(FeS)	mp-1216724
2082	V(MoS)	mp-1192730
2083	V(PS)	mp-1216601
2084	VAs	mp-505541
2085	VAsN	mp-1079224
2086	VAsRh	mp-934092
2087	VAu	mp-839
2088	VC	mp-28731
2089	VCo	mp-1095057
2090	VCoNi	mp-1216439
2091	VCoSb	mp-4076
2092	VCoW	mp-1216765
2093	VCr	mp-1187696
2094	VCrAs	mp-1216411
2095	VCrFe	mp-865490
2096	VCrMo	mp-1216348
2097	VCrOs	mp-865485
2098	VCrS	mp-1078077
2099	VCrSi	mp-1216378
2100	VCrTc	mp-865495
2101	VCrTe	mp-1216577
2102	VFe	mp-1079399
2103	VFeAs	mp-1216338
2104	VFeP	mp-1103605
2105	VFeS	mp-561419
2106	VFeSb	mp-567636
2107	VFeSi	mp-1216327
2108	VGa	mp-1216325
2109	VGaOs	mp-1187713
2110	VGaSe	mp-21504
2111	VGaSn	mp-640159
2112	VGe	mp-20916
2113	VGeC	mp-1079313
2114	VGeN	mp-1079695
2115	VH	mp-642644
2116	VInC	mp-20983
2117	VIr	mp-1281
2118	VMo	mp-972071
2119	VN	mp-925
2120	VNiGe	mp-1095536
2121	VNiS	mp-696867
2122	VNiSe	mp-7823
2123	VOs	mp-866121
2124	VOsRu	mp-971737
2125	VOsW	mp-1187694
2126	VPCl	mp-27523
2127	VPd	mp-1216290
2128	VPN	mp-1079048
2129	VPt	mp-1017531
2130	VRe	mp-865385
2131	VReTc	mp-981377
2132	VReW	mp-971754
2133	VRh	mp-1251
2134	VRu	mp-971788
2135	VS	mp-1207843
2136	VSb	mp-30536
2137	VSbRu	mp-31455
2138	VSe	mp-22700
2139	VSi	mp-570483
2140	VSiGe	mp-1216453
2141	VSiMo	mp-1216278
2142	VSiOs	mp-865506
2143	VSiRu	mp-865507
2144	VSiSn	mp-1216430
2145	VSiW	mp-1216495
2146	VSn	mp-22211
2147	VSnRu	mp-1187738
2148	VTc	mp-2540
2149	VTcGe	mp-865482
2150	VTcRu	mp-865501
2151	VTe	mp-11687
2152	VW	mp-1187702
2153	VZn	mp-1078875
2154	VZnN	mp-1191068
2155	W	mp-91
2156	WC	mp-567397
2157	WCl	mp-980949
2158	WN	mp-999549
2159	WS	mp-1025571
2160	WSCl	mp-756473
2161	WSe	mp-1028698
2162	Y	mp-1187717
2163	Y(AlCo)	mp-11486
2164	Y(AlFe)	mp-1216193
2165	Y(AlGe)	mp-10521
2166	Y(CoGe)	mp-1101075
2167	Y(CrGe)	mp-1104027
2168	Y(CuSi)	mp-1101887
2169	Y(CuTe)	mp-1216225
2170	Y(FeMo)	mp-1216230
2171	Y(FeSi)	mp-1104575
2172	Y(GePt)	mp-1084838
2173	Y(GeRh)	mp-1192507
2174	Y(GeSb)	mp-1207728
2175	Y(MnGe)	mp-22267
2176	Y(NiGe)	mp-5109
2177	Y(NiP)	mp-1104054
2178	Y(ReSi)	mp-9906
2179	Y(SiGe)	mp-1216166
2180	Y(SiIr)	mp-3896
2181	Y(SiOs)	mp-567749
2182	Y(SiRh)	mp-504772
2183	Y(SiRu)	mp-568673
2184	Y(TiGa)	mp-11445
2185	Y(TiS)	mvc-16790
2186	Y(VSn)	mp-1104337
2187	YAg	mp-1187811
2188	YAgHg	mp-1187701
2189	YAgIr	mp-866160
2190	YAgRu	mp-865561
2191	YAgS	mp-1096795
2192	YAgSe	mp-1188559
2193	YAl	mp-2451
2194	YAlAg	mp-865504
2195	YAlAu	mp-1187809
2196	YAlCo	mp-1216079
2197	YAlCu	mp-1079361
2198	YAlGe	mp-1216247
2199	YAlN	mp-1247331
2200	YAlNi	mp-3602
2201	YAlPd	mp-1095464
2202	YAlPt	mp-1095478
2203	YAlSi	mp-9177
2204	YAs	mp-933
2205	YAsSe	mp-38494
2206	YAu	mp-1079467
2207	YBi	mp-23241
2208	YBiPd	mp-30465
2209	YCd	mp-2349
2210	YCdAu	mp-1206674
2211	YCdHg	mp-865525
2212	YCdPd	mp-865520
2213	YCo	mp-1216292
2214	YCoGe	mp-1206790
2215	YCoSn	mp-1207776
2216	YCrFe	mp-1216029
2217	YCrH	mp-1095185
2218	YCrN	mp-1245636
2219	YCu	mp-712
2220	YCuAs	mp-10991
2221	YCuOs	mp-1187718
2222	YCuRh	mp-865587
2223	YCuRu	mp-865588
2224	YCuS	mp-12843
2225	YCuSe	mp-675902
2226	YCuSi	mp-1216078
2227	YFeSb	mp-11202
2228	YGa	mp-979423
2229	YGaAg	mp-1187711
2230	YGaAu	mp-1215979
2231	YGaCo	mp-582751
2232	YGaFe	mp-1106026
2233	YGaIr	mp-1103280
2234	YGaNi	mp-1216091
2235	YGaPd	mp-1101849
2236	YGaRh	mp-866156
2237	YGeIr	mp-541609
2238	YGePd	mp-1207627
2239	YGeRh	mp-10214
2240	YH	mp-1178678
2241	YIn	mp-20131
2242	YInAg	mp-569823
2243	YInCl	mp-29304
2244	YInCo	mp-1078010
2245	YInGe	mp-1206898
2246	YInNi	mp-865689
2247	YInPd	mp-1079112
2248	YInRh	mp-866163
2249	YIr	mp-30746
2250	YIrAu	mp-1187705
2251	YIrPd	mp-865600
2252	YIrRu	mp-1187703
2253	YMnCo	mp-1215953
2254	YMnS	mp-1216113
2255	YMnSi	mp-1198388
2256	YMoN	mp-989604
2257	YNCl	mp-28580
2258	YNi	mp-574339
2259	YNiGe	mp-1079802
2260	YNiP	mp-1102854
2261	YNiRu	mp-865641
2262	YOs	mp-570670
2263	YP	mp-9854
2264	YPb	mp-636614
2265	YPd	mp-1066136
2266	YPdPb	mp-21508
2267	YPPt	mp-16304
2268	YPRh	mp-1216134
2269	YPS	mp-1191026
2270	YPt	mp-1178745
2271	YReN	mp-989611
2272	YRh	mp-11565
2273	YRu	mp-1205786
2274	YS	mp-15670
2275	YSb	mp-215
2276	YScS	mp-1215915
2277	YScSi	mp-1216112
2278	YSe	mp-1232213
2279	YSeN	mp-1029349
2280	YSiPd	mp-14244
2281	YSiRh	mp-16225
2282	YSiRu	mp-21069
2283	YSn	mp-13010
2284	YSnAu	mp-865514
2285	YSnGe	mp-1206177
2286	YSnPd	mp-1095628
2287	YSnPt	mp-1078547
2288	YTc	mp-1102030
2289	YTe	mp-865430
2290	YTiGe	mp-10455
2291	YTlAg	mp-865654
2292	YTlCd	mp-865651
2293	YTlIn	mp-1187770
2294	YWN	mp-989645
2295	YZn	mp-30885
2296	YZnAg	mp-1187704
2297	YZnHg	mp-1187731
2298	YZnIr	mp-865659
2299	YZnPd	mp-1095522
2300	YZnRh	mp-1207608
2301	YZnRu	mp-865592
2302	YZnS	mp-1194113
2303	YZrNi	mp-1216007
2304	YZrS	mp-1215700
2305	YZrSi	mp-1216135
2306	Zn(GaS)	mp-5350
2307	ZnAg	mp-1215437
2308	ZnAgAu	mp-1215460
2309	ZnAs	mp-7372
2310	ZnAu	mp-1215575
2311	ZnCdPt	mp-30493
2312	ZnCdSe	mp-1215451
2313	ZnCrN	mp-1029458
2314	ZnCu	mp-1215518
2315	ZnCuAu	mp-864623
2316	ZnCuNi	mp-30593
2317	ZnCuPt	mp-971739
2318	ZnCuRh	mp-1187800
2319	ZnFe	mp-1215735
2320	ZnFeRh	mp-977361
2321	ZnGaIr	mp-977356
2322	ZnGaMo	mp-1215657
2323	ZnGaRh	mp-977362
2324	ZnHgS	mp-1215447
2325	ZnHgSe	mp-1215466
2326	ZnHgTe	mp-1215476
2327	ZnInPd	mp-1187916
2328	ZnInRh	mp-1187922
2329	ZnInS	mp-542644
2330	ZnIr	mp-865362
2331	ZnMoN	mp-1246430
2332	ZnNCl	mp-1189171
2333	ZnNi	mp-971804
2334	ZnNiC	mp-16290
2335	ZnNiGe	mp-16358
2336	ZnNiIr	mp-971836
2337	ZnNiN	mp-1069270
2338	ZnNiRh	mp-864654
2339	ZnNiSb	mp-11621
2340	ZnP	mp-14587
2341	ZnPd	mp-971909
2342	ZnPdPt	mp-981368
2343	ZnPdRh	mp-864839
2344	ZnPPd	mp-1025258
2345	ZnPt	mp-865355
2346	ZnPtRh	mp-977427
2347	ZnRh	mp-865342
2348	ZnRhAu	mp-864844
2349	ZnRu	mp-1380
2350	ZnRuW	mp-1187921
2351	ZnS	mp-560588
2352	ZnSe	mp-1190
2353	ZnSiN	mp-1020712
2354	ZnSiNi	mp-1215533
2355	ZnSiP	mp-4763
2356	ZnSiRh	mp-977384
2357	ZnSnAs	mp-5190
2358	ZnSnN	mp-1029469
2359	ZnSnP	mp-1215429
2360	ZnSnRh	mp-1187939
2361	ZnSnSb	mp-1215452
2362	ZnTc	mp-1206378
2363	Zr	mp-131
2364	Zr(CoP)	mp-1207414
2365	Zr(CuSi)	mp-27961
2366	Zr(FeGe)	mp-981356
2367	Zr(GaSb)	mp-1215715
2368	Zr(MnGe)	mp-22084
2369	Zr(MnNi)	mp-1215885
2370	Zr(MnSn)	mp-768613
2371	Zr(NiP)	mp-505278
2372	Zr(PdRh)	mp-1215586
2373	Zr(SiPd)	mp-1207381
2374	Zr(ZnGa)	mp-1215412
2375	Zr(ZnN)	mp-1246648
2376	Zr(ZnSi)	mp-1207383
2377	ZrAg	mp-11239
2378	ZrAgN	mp-1246060
2379	ZrAl	mp-1471
2380	ZrAlCo	mp-1215811
2381	ZrAlCu	mp-1215338
2382	ZrAlMo	mp-1215307
2383	ZrAlN	mp-4678
2384	ZrAlNi	mp-3944
2385	ZrAlOs	mp-1215317
2386	ZrAlPb	mp-1106219
2387	ZrAlPt	mp-1080760
2388	ZrAlRh	mp-977435
2389	ZrAlRu	mp-977436
2390	ZrAlSb	mp-1106245
2391	ZrAlSi	mp-1215331
2392	ZrAlZn	mp-1215442
2393	ZrAs	mp-10054
2394	ZrAsIr	mp-1093991
2395	ZrAsRu	mp-8221
2396	ZrAsS	mp-1215461
2397	ZrAu	mp-2348
2398	ZrBi	mp-29642
2399	ZrCd	mp-1018104
2400	ZrCdCu	mp-11293
2401	ZrCdPb	mp-1189916
2402	ZrCl	mp-1100795
2403	ZrCo	mp-30619
2404	ZrCoBi	mp-31451
2405	ZrCoMo	mp-1215659
2406	ZrCoNi	mp-1215275
2407	ZrCoOs	mp-972327
2408	ZrCoP	mp-1102006
2409	ZrCoSi	mp-1188741
2410	ZrCoTc	mp-864896
2411	ZrCoTe	mp-1205965
2412	ZrCr	mp-1919
2413	ZrCrCo	mp-1215320
2414	ZrCrFe	mp-1215323
2415	ZrCrN	mp-1245664
2416	ZrCrSi	mp-1102132
2417	ZrCrW	mp-1215268
2418	ZrCu	mp-193
2419	ZrCuAg	mp-1070869
2420	ZrCuGe	mp-1095201
2421	ZrCuHg	mp-981312
2422	ZrCuP	mp-581733
2423	ZrCuPb	mp-1188531
2424	ZrCuSi	mp-19953
2425	ZrCuSn	mp-1101867
2426	ZrCuTe	mp-30019
2427	ZrFe	mp-1159
2428	ZrFeMo	mp-1215339
2429	ZrFeNi	mp-1215366
2430	ZrFeSb	mp-961652
2431	ZrFeSi	mp-1105799
2432	ZrFeTe	mp-961649
2433	ZrGa	mp-30686
2434	ZrGaAu	mp-12951
2435	ZrGaCo	mp-1215817
2436	ZrGaNi	mp-22580
2437	ZrGaSn	mp-31207
2438	ZrGe	mp-1203324
2439	ZrGeMo	mp-1102693
2440	ZrGeRh	mp-31084
2441	ZrGeRu	mp-977443
2442	ZrGeS	mp-4997
2443	ZrGeSb	mp-1189075
2444	ZrGeTe	mp-3208
2445	ZrH	mp-697179
2446	ZrHCl	mp-1024958
2447	ZrHg	mp-1608
2448	ZrHN	mp-674456
2449	ZrIn	mp-570578
2450	ZrInAu	mp-581707
2451	ZrInCo	mp-607475
2452	ZrInNi	mp-19906
2453	ZrInPt	mp-571310
2454	ZrIr	mp-1077297
2455	ZrMnAl	mp-1215277
2456	ZrMnCo	mp-1215872
2457	ZrMnFe	mp-1215321
2458	ZrMnGa	mp-1216045
2459	ZrMo	mp-2049
2460	ZrNbAl	mp-1215487
2461	ZrNbFe	mp-1215290
2462	ZrNbP	mp-4500
2463	ZrNiAs	mp-1207428
2464	ZrNiH	mp-1188036
2465	ZrNiMo	mp-1193397
2466	ZrNiP	mp-1079999
2467	ZrNiSb	mp-3469
2468	ZrNiSn	mp-30807
2469	ZrOs	mp-570684
2470	ZrP	mp-930
2471	ZrPb	mp-681992
2472	ZrPd	mp-30842
2473	ZrPOs	mp-1095207
2474	ZrPRh	mp-1101753
2475	ZrPRu	mp-1178620
2476	ZrRe	mp-12109
2477	ZrReRh	mp-1188019
2478	ZrRh	mp-2626
2479	ZrRu	mp-569979
2480	ZrS	mp-1925
2481	ZrSb	mp-10638
2482	ZrSbPd	mp-22036
2483	ZrSbRh	mp-1100415
2484	ZrSbRu	mp-1190262
2485	ZrSbSe	mp-1106288
2486	ZrSc	mp-1077791
2487	ZrScRu	mp-1188014
2488	ZrScTc	mp-1188017
2489	ZrSe	mp-1215400
2490	ZrSi	mp-1200912
2491	ZrSiMo	mp-1102520
2492	ZrSiPt	mp-972187
2493	ZrSiRu	mp-1183042
2494	ZrSiSb	mp-1215356
2495	ZrSiSn	mp-1106020
2496	ZrSn	mp-543001
2497	ZrSnIr	mp-607139
2498	ZrSnPd	mp-961687
2499	ZrSnRh	mp-864947
2500	ZrSnRu	mp-1183048
2501	ZrSnS	mp-1189510
2502	ZrTaCr	mp-1215213
2503	ZrTc	mp-1095545
2504	ZrTcRh	mp-1188004
2505	ZrTcW	mp-977545
2506	ZrTe	mp-1215634
2507	ZrTeP	mp-16765
2508	ZrTePb	mp-1189342
2509	ZrTiAl	mp-1215242
2510	ZrTiAs	mp-30147
2511	ZrTiAu	mp-1215270
2512	ZrTiCu	mp-1215384
2513	ZrTiMo	mp-1215177
2514	ZrTiPd	mp-1215240
2515	ZrTl	mp-977585
2516	ZrVCo	mp-1215324
2517	ZrVCr	mp-1215170
2518	ZrVCu	mp-1215203
2519	ZrVGe	mp-1202025
2520	ZrVN	mp-1215416
2521	ZrVNi	mp-1215279
2522	ZrVP	mp-22302
2523	ZrVRe	mp-1215627
2524	ZrW	mp-675
2525	ZrZn	mp-570276
2526	ZrZnCo	mp-1183041
2527	ZrZnNi	mp-1100781
